,airline_sentiment,text,processed_text,label,label_doc2vec
8261,negative,@JetBlue walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E,jetblue walk from the gate to the just ask desk by gate,-1,0
653,negative,@united you have to follow me in order for me to DM...come on now,unite you have to follow me in order for me to dmcome on now,-1,0
11122,negative,"@USAirways worst airline ever....left without luggage for 7 days, submit $700 expenses and they offer a refund of $297? #badservice",usairways bad airline everleft without luggage for day submit expense and they offer a refund of badservice,-1,0
5304,negative,"@SouthwestAir I'm upset because we were lied to. Was told ice on runway, but EVERY other carrier was able to fly. Airport confirmed no ice!",southwestair im upset because we be lie to be tell ice on runway but every other carrier be able to fly airport confirm no ice,-1,0
821,negative,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",united yes in lusaka zambia my guess be the bag never make the plane at iad,-1,0
10088,negative,@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,usairways this travel day suck but malcome k at gate rock this guy be the brand you want to be replicate his approach and style,-1,0
8477,neutral,"@JetBlue If there's a schedule change on my tix, can you change the the destination airport to a sister airport (like EWR and JFK)?",jetblue if theres a schedule change on my tix can you change the the destination airport to a sister airport like ewr and jfk,0,1
4544,negative,@SouthwestAir Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp! http://t.co/5tXU5tSFkJ,southwestair kudos to bag handler at dtw gate at pm ran to keep bag from hit ground in degree temp,-1,0
740,negative,@united okay ase24766m. Find our luggage.,united okay asem find our luggage,-1,0
14054,negative,@AmericanAir you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?,americanair you change my aadvantage travel plan amp i call to get help but it sea ur too busy amp hang up on me what give,-1,0
11168,negative,@USAirways I've been on hold for 36 mins and counting cause you charged my credit card for bag but provided no receipt and said error. Awful,usairways ive be on hold for min and count cause you charge my credit card for bag but provide no receipt and say error awful,-1,0
14393,negative,@AmericanAir understand waiting 2+ hours for callback on the exec plat line but when call dropped the agent could at least try again,americanair understand wait hour for callback on the exec plat line but when call drop the agent could at least try again,-1,0
8115,negative,"@JetBlue Inconvenience is an understatement. More like torture. Clearly going down the wrong path, JetBlue.",jetblue inconvenience be an understatement more like torture clearly go down the wrong path jetblue,-1,0
320,negative,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,virginamerica other carrier be less than half price for a round trip fare i be stun,-1,0
11795,positive,@USAirways customer service at its finest,usairways customer service at it fine,1,2
11422,negative,@usairways would it kill you to let me know how many minutes I might be on hold?,usairways would it kill you to let me know how many minute i might be on hold,-1,0
8553,positive,@JetBlue just DMed. thanks so much for addressing this so quickly.,jetblue just dmed thanks so much for address this so quickly,1,2
347,positive,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",virginamerica first time fly virgin go to sanfrancisco thanks for the smooth ride easily my new fav airline,1,2
10043,negative,@usairways Cancelled Flighted and rescheduled. said I'd have to pay $75 for earlier flight at next gate. Today @delta proactively offered same for $0,usairways cancel flight and reschedule say id have to pay for early flight at next gate today delta proactively offer same for,-1,0
13867,negative,"@AmericanAir I need to speak to a REAL PERSON. My flight was Cancelled Flightled with no explanation, and I've been on hold for more than 3 hours.",americanair i need to speak to a real person my flight be cancel flightled with no explanation and ive be on hold for more than hour,-1,0
4654,negative,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????",southwestair please explain to me why every other flight to dallas be go out today except the pm,-1,0
2389,negative,@united @nathankillam or your staff could try not throwing the luggage around.,united nathankillam or your staff could try not throw the luggage around,-1,0
13887,negative,@AmericanAir Supposed to arrive at my destination tonight. American rebooks me for Wednesday? Where am I staying until then?,americanair suppose to arrive at my destination tonight american rebooks me for wednesday where be i stay until then,-1,0
13372,negative,@AmericanAir it's not a friend it's a legally required chaperone on a school trip.,americanair it not a friend it a legally require chaperone on a school trip,-1,0
7280,negative,@JetBlue #611 from JFK to LAS still delayed?,jetblue from jfk to las still delay,-1,0
2430,negative,@united yes refund my ticket and give me email address to let u know what happened,united yes refund my ticket and give me email address to let u know what happen,-1,0
131,negative,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,virginamerica fidifamilies u too terrible airline just give u a hotel hotline number and say sorry,-1,0
10538,negative,@USAirways @AmericanAir Is there a way to reserve a veg meal online for a flight to Brazil tomorrow? I've been onhold for more than 1 hour.,usairways americanair be there a way to reserve a veg meal online for a flight to brazil tomorrow ive be onhold for more than hour,-1,0
6973,negative,@JetBlue received a voucher but if you want to improve relations be up front with passengers.,jetblue receive a voucher but if you want to improve relation be up front with passenger,-1,0
932,negative,@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.,united i be sign up for notification this be the first trip i be not update on not sure why this happen,-1,0
1039,negative,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",united head up we didnt check bag we check arrive those arent claim s for our other people bag,-1,0
9275,neutral,@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused,usairways americanair explain how come i can get a free upgrade on u a an exe plat but not exit row seat wout pay confused,0,1
10021,negative,@USAirways your service in Philly is unacceptable. Look into better service✌️ a 16 yr old shouldnt have a hard time http://t.co/WDAKTmr7Mj,usairways your service in philly be unacceptable look into good service a yr old shouldnt have a hard time,-1,0
5920,neutral,@SouthwestAir Thanks I get that. It looks like all BWI-SJD services stops after Aug 7. Is that the case? I cant find one date with flights.,southwestair thanks i get that it look like all bwisjd service stop after aug be that the case i cant find one date with flight,0,1
14024,negative,"@AmericanAir on hold for 3 hours...got an agent, immediately txfd me to change cncdld flight...told it would be 1 min, 80 min Late Flightr, waiting",americanair on hold for hoursgot an agent immediately txfd me to change cncdld flighttold it would be min min late flightr wait,-1,0
